"April 1, 2011",BLK,BlackRock,GENZ,Genzyme,Acquired by Sanofi Aventis (SNY)[211]
"March 31, 2011",EW,Edwards Lifesciences,Q,Qwest Communications,Acquired by CenturyLink[212]
"February 28, 2011",COV,Covidien,MFE,McAfee,Acquired by Intel[213]
"February 25, 2011",JOYG,Joy Global,AYE,Allegheny Energy,Acquired by First Energy (FE).[214]
"December 17, 2010",CVC,Cablevision,KG,King Pharmaceuticals,Acquired by Pfizer.[215]
"December 17, 2010",FFIV,F5 Networks,EK,Eastman Kodak,Market Cap changes.[215]
"December 17, 2010",NFLX,Netflix,ODP,Office Depot,Market Cap changes.
"December 17, 2010",NFX,Newfield Exploration,NYT,The New York Times Company,Market Cap changes.
"November 17, 2010",IR,Ingersoll-Rand,PTV,Pactiv,Reynolds Group Holdings acquired Pactiv.[216]
"August 26, 2010",TYC,Tyco International,SII,Smith International,Acquired by Schlumberger (SLB)[217]
"July 14, 2010",CB,Chubb,MIL,Millipore,Acquired by Merck KGaA (MKGAY)[218]
"June 30, 2010",QEP,QEP Resources,STR,Questar,"Company split. QEP retained, but ticker changed.[219]"
"June 28, 2010",KMX,CarMax,XTO,XTO Energy,Acquired by ExxonMobil[220]
"April 29, 2010",CERN,Cerner,BJS,BJ Services,Acquired by Baker Hughes[221]
"February 26, 2010",HP,Helmerich & Payne,RX,IMS Health,Taken private[222]
"December 18, 2009",V,Visa,CIEN,Ciena,Market capitalization change.[223]
"December 18, 2009",MJN,Mead Johnson Nutrition,DYN,Dynegy,Market capitalization change.[223]
"December 18, 2009",CLF,Cliffs Natural Resources,KBH,KB Home,Market capitalization change.[223]
"December 18, 2009",SAI,SAIC,CVG,Convergys,Market capitalization change.[223]
"December 18, 2009",ROST,Ross Stores,MBI,MBIA,Market capitalization change.[223]
"November 3, 2009",PCLN,Priceline.com,SGP,Schering-Plough,Acquired by Merck & Co. (MRK)[224]
"September 28, 2009",ARG,Airgas,CBE,Cooper Industries,Redomesticated to Ireland[225]
"August 19, 2009",FMC,FMC Corporation,CTX,Centex Corp.,Centex acquired by Pulte Homes.[226]
"June 29, 2009",PCS,MetroPCS,,,PCS replaced TEL. [227]
"June 25, 2009",,,TEL,TE Connectivity,"Tyco Electronics left the index because it was reincorporating in Switzerland, making it ineligible for inclusion. [227]"
"June 5, 2009",FTI,FMC Technologies,COV,Covidien,"Covidien moved its place of incorporation to Ireland, making it ineligible for inclusion in the index.[228]"
"March 3, 2009",HRL,Hormel Foods,ACAS,American Capital,Capitalization rebalance.[229]
"March 3, 2009",VTR,Ventas,JNY,Jones Apparel Group,Capitalization rebalance.
"December 31, 2008",OI,Owens-Illinois,WB,Wachovia Bank,Wachovia Bank acquired by Wells Fargo.[230]
"September 16, 2008",HRS,Harris Corporation,LEH,Lehman Brothers,Lehman Brothers filed for bankruptcy.[231]
"September 12, 2008",CRM,Salesforce,FRE,Freddie Mac,Capitalization rebalance.[232]
"September 12, 2008",FAST,Fastenal,FNM,Fannie Mae,Capitalization rebalance.[232]
"July 1, 2008",AKS,AK Steel,CFC,Countrywide Financial Corp,Ak Steel replaced Countrywide Financial.[233]
"June 23, 2008",COG,Cabot Oil & Gas,BC,Brunswick,Market capitalization change.[234]
"June 23, 2008",MEE,Massey Energy,OMX,OfficeMax,Market capitalization change.[234]
"June 10, 2008",LO,Lorillard Tobacco Company,ABK,Ambac Financial,Market Value Decline[235]
"December 20, 2007",RRC,Range Resources,TRB,Tribune Media,Taken private[236]
"December 13, 2007",GME,GameStop,DJ,Dow Jones,Acquired by News Corporation[237]
"October 26, 2007",JEC,Jacobs Engineering Group,AV,Avaya,Taken private[238]
"October 2, 2007",EXPE,Expedia,SLR,Solectron,Solectron acquired by Flextronics.[239]
"October 1, 2007",TDC,Teradata,NCR,NCR Corporation,Teradata spun off by NCR Corporation.[239]
"September 27, 2007",TSO,Tesoro Corporation,MXIM,Maxim Integrated Products,MXIM delisted from NASDAQ exchange.[239]
"September 26, 2007",ICE,Intercontinental Exchange,FDC,First Data,FDC acquired by KKR.[239]
"August 24, 2007",LUK,Leucadia National,KSE,KeySpan,Acquired by National Grid plc[240]
"July 2, 2007",DFS,Discover Financial Services,,,Discover Financial Services Debuts On New York Stock Exchange Under Ticker Symbol DFS
"March 30, 2007",KFT,Kraft Foods,TSG,Sabre Corporation,Taken Private[241]
"January 10, 2007",AVB,AvalonBay Communities,SBL,Symbol Technologies,Acquired by Motorola[242]
"June 2, 2006",JNPR,Juniper Networks,ABS,Albertsons,Albertsons acquired by SuperValu and CVS Corp.[243]
"November 18, 2005",AMZN,Amazon,T,AT&T Corporation,AT&T Corp. acquired by SBC Communications[244]
"July 1, 2005",STZ,Constellation Brands,GLK,Great Lakes Chemical,Acquired by Crompton Corp.[245]
"September 25, 2003",ESRX,Express Scripts,QTRN,Quintiles Transnational,Taken private[246]
"December 5, 2000",INTU,Intuit,BS,Bethlehem Steel,Market Cap changes.[247]
"December 5, 2000",SBL,Symbol Technologies,OI,Owens-Illinois,Market Cap changes.
"December 5, 2000",AYE,Allegheny Energy,GRA,WR Grace,Market Cap changes.
"December 5, 2000",ABK,Ambac Financial,CCK,Crown Holdings,Market Cap changes.
"July 27, 2000",JDSU,JDS Uniphase,RAD,RiteAid,Market Cap change.[248]
"June 12, 2000",CVG,Convergys,TMC,Times Mirror,Tribune Co. acquired Times Mirror.[249]
"June 7, 2000",SBUX,Starbucks,SMS,Shared Medical Systems,Siemens AG acquired Shared Medical Systems.[249]
"December 7, 1999",YHOO,Yahoo!,LDW,Laidlaw,Market capitalization change.[250]
"June 9, 1999",WLP,Wellpoint,HPH,Harnischfeger Industries,Harnischfeger filed for bankruptcy.[251]
"December 11, 1998",FSR,Firstar,LDW,Amoco,BP purchased Amoco.[252]
"December 11, 1998",CCL,Carnival Corp.,GRN,General Re,Berkshire Hathaway purchased General Re.[252]
"December 11, 1998",CPWR,Compuware,SUN,SunAmerica,AIG purchased SunAmerica.[252]
"June 17, 1997",CCI,Countrywide Credit Industries,USL,USLife,AIG acquired USLife.[253]
